gold_disease_id,gold_disease_name,predicted_disease_id,predicted_disease_name,ontology_relation,confusion_count,average_gold_rank,average_score_gap,average_top1_gold_jaccard,average_gold_query_ic,average_top1_query_ic
MONDO:0013161,autosomal recessive limb-girdle muscular dystrophy type 2O,MONDO:0012248,autosomal recessive limb-girdle muscular dystrophy type 2K,same_parent,1,5.0,0.04050701856613159,0.18604651162790697,0.5615426090740095,0.3507532983043834
MONDO:0013326,Senior-Loken syndrome 7,MONDO:0014444,Bardet-Biedl syndrome 16,same_parent,1,5.0,0.05128967761993408,0.14814814814814814,0.213204021364377,0.7442009566672111
MONDO:0013402,retinitis pigmentosa 27,MONDO:0013437,retinitis pigmentosa 43,same_parent,1,5.0,0.010667085647583008,0.2777777777777778,0.3186806505028871,0.4916909847025874
MONDO:0013402,retinitis pigmentosa 27,MONDO:0014400,retinitis pigmentosa 70,same_parent,1,5.0,0.014705419540405162,0.3125,0.2417167738210943,0.401376372687754
MONDO:0013469,retinitis pigmentosa 38,MONDO:0019200,retinitis pigmentosa,candidate_ancestor_of_gold,1,5.0,0.019840240478515625,0.05555555555555555,0.4549095708686208,0.0
MONDO:0014296,Warburg micro syndrome 4,MONDO:0016649,Warburg micro syndrome,candidate_ancestor_of_gold,1,5.0,0.10325747728347778,0.12,0.5151036909465472,0.5149606659733642
MONDO:0015085,bathing suit ichthyosis,MONDO:0009441,autosomal recessive congenital ichthyosis 1,same_parent,1,5.0,0.032780468463897594,0.43478260869565216,0.2676682384545296,0.5131088202386953
MONDO:0032658,"macrocephaly, acquired, with impaired intellectual development",MONDO:0012756,proximal 16p11.2 microdeletion syndrome,shared_ancestor,1,5.0,0.03022855520248413,0.10144927536231885,0.330038542591816,1.0
MONDO:0054637,Noonan syndrome-like disorder with loose anagen hair 1,MONDO:0012690,Noonan syndrome 5,shared_ancestor,1,5.0,0.03172945976257313,0.32432432432432434,0.8766815561736258,0.4444976351844624
MONDO:0009593,"spondylometaphyseal dysplasia, Sedaghatian type",MONDO:0013795,fibrochondrogenesis 2,shared_ancestor,1,6.0,0.061870276927948,0.023809523809523808,0.2169726477379123,0.1376717060571994
MONDO:0010363,"intellectual disability, X-linked 91",MONDO:0014823,"hypotonia, infantile, with psychomotor retardation and characteristic facies 3",shared_ancestor,1,6.0,0.4544914662837982,0.058823529411764705,0.8611439640633642,0.1839401140462678
MONDO:0010952,hereditary hyperferritinemia with congenital cataracts,MONDO:0012688,cataract 17 multiple types,shared_ancestor,1,6.0,0.0850679874420166,0.16666666666666666,0.4045859724777543,0.2339366753910562
MONDO:0011544,pheochromocytoma/paraganglioma syndrome 3,MONDO:0011740,Carney-Stratakis syndrome,shared_ancestor,1,6.0,0.032221436500549316,0.08,0.2504408970637042,0.514412699350752
MONDO:0011826,glucocorticoid deficiency 2,MONDO:0013874,glucocorticoid deficiency 4,same_parent,1,6.0,0.0787876844406129,0.12,0.5478713927067264,0.2854312830252454
MONDO:0013002,cone-rod dystrophy 9,MONDO:0011355,cone-rod dystrophy 7,same_parent,1,6.0,0.017955243587494008,0.6923076923076923,0.5119943292494361,0.5119943292494361
MONDO:0013558,Hermansky-Pudlak syndrome 6,MONDO:0013557,Hermansky-Pudlak syndrome 5,same_parent,1,6.0,0.07976686954498291,0.3333333333333333,0.4072702411152934,0.4072702411152934
MONDO:0013801,"developmental and epileptic encephalopathy, 13",MONDO:0020630,developmental and epileptic encephalopathy 91,shared_ancestor,1,6.0,0.064456045627594,0.20408163265306123,0.4032110103217697,0.4032110103217697
MONDO:0013820,"intellectual disability, autosomal dominant 15",MONDO:0013819,"intellectual disability, autosomal dominant 14",same_parent,1,6.0,0.07562470436096191,0.5636363636363636,0.2111567457372337,0.2404996739337328
MONDO:0013932,peroxisome biogenesis disorder 5A (Zellweger),MONDO:0008954,peroxisome biogenesis disorder 2A (Zellweger),shared_ancestor,1,6.0,0.07121330499649048,0.34408602150537637,0.3163902554924907,0.2934111595285318
MONDO:0014437,Bardet-Biedl syndrome 9,MONDO:0014439,Bardet-Biedl syndrome 11,same_parent,1,6.0,0.024348437786102295,0.25925925925925924,0.1849215646812888,0.1149297996814242
MONDO:0014762,"heterotaxy, visceral, 7, autosomal",MONDO:0010991,"laterality defects, autosomal dominant",same_parent,1,6.0,0.09625387191772461,0.13043478260869565,1.0,1.0
MONDO:0018931,"mucolipidosis type III, alpha/beta",MONDO:0009661,mucopolysaccharidosis type 6,same_parent,1,6.0,0.07260912656784058,0.1125,0.1652086955908902,0.0887747465614006
MONDO:0020066,Ehlers-Danlos syndrome,MONDO:0011670,Ehlers-Danlos syndrome due to tenascin-X deficiency,candidate_descendant_of_gold,1,6.0,0.14068633317947388,0.08108108108108109,0.0972458931379003,0.5644648989983027
MONDO:0001384,myopia,MONDO:0012154,myopia 6,candidate_descendant_of_gold,1,7.0,0.02300286293029763,0.18518518518518517,0.4461480544454947,0.4461480544454947
MONDO:0007875,Larsen syndrome,MONDO:0010075,"spondyloepimetaphyseal dysplasia with joint laxity, type 1, with or without fractures",shared_ancestor,1,7.0,0.1814998984336853,0.07291666666666667,0.1811609936446289,0.2290612168137742
MONDO:0008477,"spondylometaphyseal dysplasia, Kozlowski type",MONDO:0008478,"spondylometaphyseal dysplasia, Schmidt type",same_parent,1,7.0,0.015717506408691406,0.11940298507462686,0.3879468905306169,0.2395371147477046
MONDO:0009235,familial benign flecked retina,MONDO:0100466,butterfly-shaped pigment dystrophy,shared_ancestor,1,7.0,0.08424335718154907,0.1875,0.0,1.0
MONDO:0010443,"macular degeneration, X-linked atrophic",MONDO:0014501,"macular degeneration, early-onset",shared_ancestor,1,7.0,0.03794741630554199,0.625,0.4819536597582475,0.4819536597582475
MONDO:0011765,multiple epiphyseal dysplasia type 5,MONDO:0010964,"epiphyseal dysplasia, multiple, 3",shared_ancestor,1,7.0,0.12286806106567383,0.08823529411764706,0.1769629866382203,0.1828020594944563
MONDO:0011866,pontocerebellar hypoplasia type 1A,MONDO:0013853,pontocerebellar hypoplasia type 1B,same_parent,1,7.0,0.16396862268447876,0.10526315789473684,0.6477457710623302,0.1608628493609711
MONDO:0012680,nephronophthisis 7,MONDO:0011456,nephronophthisis 3,same_parent,1,7.0,0.028440356254577526,0.5333333333333333,0.6532938707158642,0.6532938707158642
MONDO:0013454,Leber congenital amaurosis 11,MONDO:0013449,Leber congenital amaurosis 7,same_parent,1,7.0,0.043308913707733265,0.2,0.3769783461127852,0.3769783461127852
MONDO:0013821,"intellectual disability, autosomal dominant 16",MONDO:0013819,"intellectual disability, autosomal dominant 14",same_parent,1,7.0,0.0741071105003357,0.421875,0.2345449832852589,0.2467867471658111
MONDO:0014059,"microphthalmia, isolated, with coloboma 9",MONDO:0000170,"microphthalmia, isolated, with coloboma",candidate_ancestor_of_gold,1,7.0,0.03311264514923107,0.19230769230769232,0.7035121372057428,0.4671499701715336
MONDO:0017304,ocular albinism,MONDO:0030899,oculocutaneous albinism type 8,shared_ancestor,1,7.0,0.08959269523620594,0.4444444444444444,0.1839706425993688,0.384550030619621
MONDO:0044320,retinitis pigmentosa 79,MONDO:0011143,cone-rod dystrophy 6,shared_ancestor,1,7.0,0.05190467834472656,0.4,0.1869336196727095,0.1869336196727095
MONDO:0957382,multiple mitochondrial dysfunctions syndrome 7,MONDO:0958192,glycine encephalopathy 2,shared_ancestor,1,7.0,0.27970021963119507,0.05454545454545454,0.4669479688138662,0.1055504419403499
MONDO:0958239,microphthalmia/coloboma 11,MONDO:0014380,colobomatous microphthalmia-rhizomelic dysplasia syndrome,shared_ancestor,1,7.0,0.04678601026535023,0.08333333333333333,0.0,0.3575884862351204
MONDO:0008276,generalized juvenile polyposis/juvenile polyposis coli,MONDO:0044300,familial adenomatous polyposis 4,shared_ancestor,1,8.0,0.10760241746902466,0.08695652173913043,0.0,0.720060062245944
MONDO:0008974,Greenberg dysplasia,MONDO:0008970,chondrodysplasia Blomstrand type,shared_ancestor,1,8.0,0.05909472703933716,0.0784313725490196,0.0896451737215798,0.1386032620066943
MONDO:0009069,"congenital lactic acidosis, Saguenay-Lac-Saint-Jean type",MONDO:0014856,combined oxidative phosphorylation defect type 30,shared_ancestor,1,8.0,0.037179410457611084,0.16666666666666666,0.2014234333714382,0.1477987024855231
MONDO:0009339,congenital bile acid synthesis defect 2,MONDO:0011906,congenital bile acid synthesis defect 1,same_parent,1,8.0,0.0962076187133789,0.10256410256410256,0.5639291738475085,0.2404857232539353
MONDO:0010139,isolated thyroid-stimulating hormone deficiency,MONDO:0016413,congenital hypothyroidism due to maternal intake of antithyroid drugs,shared_ancestor,1,8.0,0.10898292064666748,0.2545454545454545,0.3286711024299272,0.2788631739048746
MONDO:0013218,exudative vitreoretinopathy 5,MONDO:0011151,exudative vitreoretinopathy 4,shared_ancestor,1,8.0,0.058431148529052734,0.35714285714285715,0.1606859757932223,0.4000933679147915
MONDO:0013372,long QT syndrome 5,MONDO:0013370,long QT syndrome 6,same_parent,1,8.0,0.022716641426086315,0.625,0.5883269193521632,0.7422240895278212
MONDO:0032578,"cortical dysplasia, complex, with other brain malformations 9",MONDO:0010250,"intellectual disability, X-linked 49",shared_ancestor,1,8.0,0.04418504238128662,0.0945945945945946,0.4079356191392021,0.3531565595027456
MONDO:0007471,Doyne honeycomb retinal dystrophy,MONDO:0007630,North Carolina macular dystrophy,shared_ancestor,1,9.0,0.08772766590118408,0.037037037037037035,0.3682985571112887,0.2615134078029876
MONDO:0007542,Camurati-Engelmann disease,MONDO:0019409,idiopathic juvenile osteoporosis,shared_ancestor,1,9.0,0.05263489484786987,0.03389830508474576,0.4318836760282212,0.0
MONDO:0007805,hypotrichosis 2,MONDO:0014027,hypotrichosis 11,same_parent,1,9.0,0.011410295963287242,0.4666666666666667,0.2050311907010736,0.2050311907010736
MONDO:0010201,Winchester syndrome,MONDO:0009218,Farber lipogranulomatosis,shared_ancestor,1,9.0,0.3180125951766968,0.0,0.3307594930508969,0.1978121942521782
MONDO:0011334,limb-mammary syndrome,MONDO:0007508,Rapp-Hodgkin syndrome,same_parent,1,9.0,0.16622817516326904,0.11594202898550725,0.2493051904187688,0.7353901598615109
MONDO:0012085,primary ciliary dyskinesia 3,MONDO:0030474,"heterotaxy, visceral, 10, autosomal, with male infertility",shared_ancestor,1,9.0,0.06660056114196777,0.23076923076923078,1.0,0.5894533161165841
MONDO:0012420,autosomal recessive nonsyndromic hearing loss 49,MONDO:0011160,autosomal recessive nonsyndromic hearing loss 15,same_parent,1,9.0,0.03641819953918457,1.0,0.4232980050388806,0.4232980050388806
MONDO:0013155,"muscular dystrophy-dystroglycanopathy (congenital with intellectual disability), type B3",MONDO:0009667,"muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A3",same_parent,1,9.0,0.21716761589050293,0.17307692307692307,0.1403784977424426,0.7515271150429857
MONDO:0014027,hypotrichosis 11,MONDO:0013017,hypotrichosis 5,shared_ancestor,1,9.0,0.014531612396240234,0.5714285714285714,0.4238909177233825,0.4238909177233825
MONDO:0014110,cataract 15 multiple types,MONDO:0012701,cataract 12 multiple types,shared_ancestor,1,9.0,0.01966625452041626,0.42857142857142855,0.0,0.4615540578032566
MONDO:0014432,Bardet-Biedl syndrome 2,MONDO:0008854,Bardet-Biedl syndrome 1,same_parent,1,9.0,0.039417922496795654,0.16091954022988506,0.2186596514405854,0.7613820983142344
MONDO:0016543,hyperphenylalaninemia due to tetrahydrobiopterin deficiency,MONDO:0019335,mild hyperphenylalaninemia,shared_ancestor,1,9.0,0.17999869585037231,0.10144927536231885,0.3609097063538961,0.4004420012182605
MONDO:0003608,optic atrophy,MONDO:0007429,"optic atrophy with or without deafness, ophthalmoplegia, myopathy, ataxia, and neuropathy",candidate_descendant_of_gold,1,10.0,0.14428651332855225,0.14666666666666667,0.3859753842148632,0.3859753842148632
MONDO:0009076,autosomal recessive nonsyndromic hearing loss 1A,MONDO:0032776,"hearing loss, autosomal recessive 99",same_parent,1,10.0,0.03061544895172119,1.0,0.3283607347644141,0.3283607347644141
MONDO:0009503,pyruvate dehydrogenase E3-binding protein deficiency,MONDO:0060562,"encephalopathy, neonatal severe, with lactic acidosis and brain abnormalities",shared_ancestor,1,10.0,0.04401290416717529,0.19047619047619047,0.1262152487514242,0.1845386156378028
MONDO:0011488,"microcephaly 3, primary, autosomal recessive",MONDO:0008404,scalp-ear-nipple syndrome,shared_ancestor,1,10.0,0.09918504953384394,0.0,0.1375425843953892,0.0987087253948442
MONDO:0012553,cerebrooculofacioskeletal syndrome 2,MONDO:0011125,"trichothiodystrophy 1, photosensitive",shared_ancestor,1,10.0,0.1417636275291443,0.1016949152542373,0.2429865731004733,0.3614634053059192
MONDO:0013615,craniosynostosis and dental anomalies,MONDO:0007041,Apert syndrome,shared_ancestor,1,10.0,0.08970093727111816,0.17777777777777778,1.0,1.0
MONDO:0014910,primary ciliary dyskinesia 35,MONDO:0014465,primary ciliary dyskinesia 30,same_parent,1,10.0,0.04477381706237782,0.21739130434782608,0.5292686457154763,0.5292686457154763
MONDO:0018094,Waardenburg syndrome,MONDO:0013201,Waardenburg syndrome type 4B,candidate_descendant_of_gold,1,10.0,0.05104398727417003,0.24242424242424243,0.5381992927617584,0.559875945141573
MONDO:0019200,retinitis pigmentosa,MONDO:0013263,retinitis pigmentosa 54,candidate_descendant_of_gold,1,10.0,0.010412812232971191,0.15151515151515152,0.4411065005965383,0.5723853634515942
MONDO:0019516,exudative vitreoretinopathy,MONDO:0033123,exudative vitreoretinopathy 7,candidate_descendant_of_gold,1,10.0,0.13938772678375255,0.0,0.1285091169911266,0.4892212579884679
MONDO:0030934,"intellectual developmental disorder, autosomal dominant 64",MONDO:0968945,"neurodevelopmental disorder with language impairment, autism, and attention deficit-hyperactivity disorder",shared_ancestor,1,10.0,0.055007874965667725,0.15873015873015872,0.3856252394615148,0.2157309929047711
MONDO:0007732,Holt-Oram syndrome,MONDO:0017454,triphalangeal thumb-polysyndactyly syndrome,shared_ancestor,1,11.0,0.1155930757522583,0.09375,0.3885064603890497,0.0624027246040916
MONDO:0010370,Cornelia de Lange syndrome 2,MONDO:0010038,growth delay due to insulin-like growth factor I resistance,shared_ancestor,1,11.0,0.05285072326660156,0.1276595744680851,0.7040578752674207,0.4421031022690951
MONDO:0011925,congenital merosin-deficient muscular dystrophy 1A,MONDO:1040033,congenital muscular dystrophy without intellectual disability,same_parent,1,11.0,0.10752499103546143,0.08235294117647059,0.7684203673973438,0.2789199977151967
MONDO:0011987,cone-rod dystrophy 13,MONDO:0011355,cone-rod dystrophy 7,same_parent,1,11.0,0.029171645641327015,0.34615384615384615,0.7128548625111932,0.4566114984661419
MONDO:0012308,Joubert syndrome with renal defect,MONDO:0014928,Joubert syndrome 28,same_parent,1,11.0,0.05210644006729126,0.1702127659574468,0.3999257645370877,0.2885829139166392
MONDO:0013935,Usher syndrome type 1J,MONDO:0016485,Usher syndrome type 3,shared_ancestor,1,11.0,0.025501549243927002,0.64,0.0,0.2341720273208042
MONDO:0014112,cardiofaciocutaneous syndrome 2,MONDO:0007265,cardiofaciocutaneous syndrome 1,same_parent,1,11.0,0.13195198774337769,0.09821428571428571,0.1304367571762267,0.9124417863826806
MONDO:0016484,Usher syndrome type 2,MONDO:0011195,Usher syndrome type 1E,shared_ancestor,1,11.0,0.056182920932769886,0.1891891891891892,0.1705965881702699,0.4137368156610969
MONDO:0019200,retinitis pigmentosa,MONDO:0011974,retinitis pigmentosa 7,candidate_descendant_of_gold,1,11.0,0.06538939476013184,0.08333333333333333,0.0,0.4922153410081931
MONDO:0010337,X-linked intellectual disability-cerebellar hypoplasia syndrome,MONDO:0019181,non-syndromic X-linked intellectual disability,shared_ancestor,1,12.0,0.09293818473815918,0.15254237288135594,0.2525623411261167,0.2260316745651881
MONDO:0012990,Leber congenital amaurosis 13,MONDO:0019200,retinitis pigmentosa,shared_ancestor,1,12.0,0.045093417167663574,0.16666666666666666,0.1822507600081832,0.1611695274853949
MONDO:0014010,autosomal recessive congenital ichthyosis 9,MONDO:0033092,"ichthyosis, congenital, autosomal recessive 13",shared_ancestor,1,12.0,0.06471520662307739,0.23076923076923078,0.4158741808321105,0.2224226384750166
MONDO:0018964,homocystinuria without methylmalonic aciduria,MONDO:0009609,methylcobalamin deficiency type cblG,candidate_descendant_of_gold,1,12.0,0.22799468040466297,0.1794871794871795,0.0937944126280561,0.6215154250839023
MONDO:0032485,intellectual developmental disorder 61,MONDO:0030051,"intellectual developmental disorder with autistic features and language delay, with or without seizures",shared_ancestor,1,12.0,0.08630007505416881,0.12121212121212122,0.7990443588324975,0.8085687693176197
MONDO:0007664,"glaucoma 1, open angle, A",MONDO:0009277,glaucoma 3A,shared_ancestor,1,13.0,0.16042768955230713,0.09090909090909091,0.0,0.3038472199189494
MONDO:0011445,hereditary spastic paraplegia 11,MONDO:0011532,hereditary spastic paraplegia 13,shared_ancestor,1,13.0,0.08539962768554676,0.15584415584415584,0.8033492441210779,0.2518221455618346
MONDO:0013912,hypogonadotropic hypogonadism 10 with or without anosmia,MONDO:0013913,hypogonadotropic hypogonadism 11 with or without anosmia,shared_ancestor,1,13.0,0.10803139209747326,0.16666666666666666,0.4055906686657684,0.6042048480063117
MONDO:0013938,peroxisome biogenesis disorder 7A (Zellweger),MONDO:0008954,peroxisome biogenesis disorder 2A (Zellweger),shared_ancestor,1,13.0,0.1217719316482544,0.1,0.0949221033439447,0.2302228713517026
MONDO:0013942,peroxisome biogenesis disorder 8A (Zellweger),MONDO:0013930,peroxisome biogenesis disorder 4A (Zellweger),shared_ancestor,1,13.0,0.12455928325653076,0.3,0.0543343069333762,0.0539160930936488
MONDO:0054588,Noonan syndrome-like disorder with loose anagen hair 2,MONDO:0013379,Noonan syndrome 7,shared_ancestor,1,13.0,0.07289016246795654,0.2079207920792079,1.0,0.6673651226086771
MONDO:0009251,"fructose-1,6-bisphosphatase deficiency",MONDO:0008721,medium chain acyl-CoA dehydrogenase deficiency,shared_ancestor,1,14.0,0.06796795129776001,0.14516129032258066,0.5965944490237094,0.371726985979996
MONDO:0010733,hereditary spastic paraplegia 2,MONDO:0014827,autosomal recessive spastic paraplegia type 76,shared_ancestor,1,14.0,0.05490142107009888,0.1794871794871795,0.6471823469263851,0.2289872958676393
MONDO:0013356,vesicoureteral reflux 3,MONDO:0015195,atresia of urethra,shared_ancestor,1,14.0,0.19314444065093994,0.15,0.4914174747412943,0.5170960101215597
MONDO:0013516,retinitis pigmentosa 60,MONDO:0019200,retinitis pigmentosa,candidate_ancestor_of_gold,1,14.0,0.028431951999664418,0.23529411764705882,0.4549095708686208,0.0
MONDO:0013854,primary ciliary dyskinesia 17,MONDO:0012748,primary ciliary dyskinesia 7,same_parent,1,14.0,0.0589977502822876,0.4666666666666667,0.5452895204274939,0.3794931935947701
MONDO:0027462,autosomal recessive cutis laxa type 2C,MONDO:0027451,autosomal recessive cutis laxa type 2D,same_parent,1,14.0,0.1987740993499757,0.20224719101123595,0.3577162521103217,0.3577162521103217
MONDO:0033309,Joubert syndrome 32,MONDO:0033310,Joubert syndrome 31,same_parent,1,14.0,0.04806387424469005,0.2,0.4105762637780734,0.2049899569404015
MONDO:0007610,gingival fibromatosis-hypertrichosis syndrome,MONDO:0015452,Coffin-Siris syndrome,shared_ancestor,1,15.0,0.14204251766204834,0.06756756756756757,0.2003542424895939,0.3972364513247141
MONDO:0009053,ALDH18A1-related de Barsy syndrome,MONDO:0013755,PYCR1-related de Barsy syndrome,same_parent,1,15.0,0.216106116771698,0.05128205128205128,0.0444480952994819,0.1996486417804671
MONDO:0010227,retinitis pigmentosa 3,MONDO:0011987,cone-rod dystrophy 13,shared_ancestor,1,15.0,0.03736680746078491,0.21428571428571427,0.1338046888957609,0.2227971878731836
MONDO:0010832,Bardet-Biedl syndrome 3,MONDO:0014439,Bardet-Biedl syndrome 11,same_parent,1,15.0,0.06795459985733032,0.35294117647058826,0.1306727988761522,0.1136206232156689
MONDO:0012367,retinitis pigmentosa 31,MONDO:0019200,retinitis pigmentosa,candidate_ancestor_of_gold,1,15.0,0.02951204776763916,0.2,0.4549095708686208,0.0
MONDO:0007727,TNF receptor 1-associated periodic fever syndrome,MONDO:0019509,cutaneous leukocytoclastic angiitis,shared_ancestor,1,16.0,0.11634320020675659,0.07936507936507936,0.429472210145998,0.1044996428285203
MONDO:0011186,Usher syndrome type 1F,MONDO:0016485,Usher syndrome type 3,shared_ancestor,1,16.0,0.05716603994369507,0.30434782608695654,0.1855560111061312,0.1855560111061312
MONDO:0010306,"X-linked intellectual disability, Cabezas type",MONDO:0010537,Borjeson-Forssman-Lehmann syndrome,same_parent,1,17.0,0.1330285668373108,0.13333333333333333,0.3575211966657922,0.2510726015823932
MONDO:0010680,X-linked Emery-Dreifuss muscular dystrophy,MONDO:0008407,"neurogenic scapuloperoneal syndrome, Kaeser type",shared_ancestor,1,17.0,0.07914489507675171,0.018867924528301886,0.4321278916100221,0.1753530977205599
MONDO:0012056,Leber congenital amaurosis 9,MONDO:0012990,Leber congenital amaurosis 13,same_parent,1,17.0,0.10738527774810791,0.375,0.7200942956688369,1.0
MONDO:0012699,autosomal recessive limb-girdle muscular dystrophy type 2M,MONDO:0018277,obsolete congenital muscular dystrophy with cerebellar involvement,unrelated_or_unknown,1,17.0,0.1313232183456421,0.08196721311475409,0.2156262695464548,0.3307980247770829
MONDO:0014703,Adams-Oliver syndrome 6,MONDO:0859342,"microcephaly 30, primary, autosomal recessive",shared_ancestor,1,17.0,0.1590985655784607,0.0,0.1031960315949716,0.0
MONDO:0800043,Stüve-Wiedemann syndrome 1,MONDO:0019409,idiopathic juvenile osteoporosis,shared_ancestor,1,17.0,0.09635591506958008,0.041666666666666664,0.1500599860499543,0.0102196715677644
MONDO:0008233,pheochromocytoma,MONDO:0011740,Carney-Stratakis syndrome,shared_ancestor,1,18.0,0.2187381386756896,0.0,0.3255057529235597,0.6744942470764403
MONDO:0013265,"autism, susceptibility to, 17",MONDO:0014150,developmental and epileptic encephalopathy 94,unrelated_or_unknown,1,18.0,0.054804861545562744,0.05194805194805195,0.1034115693488937,0.038133857197548
MONDO:0013670,"myopia, high, with cataract and vitreoretinal degeneration",MONDO:0012013,"Weill-Marchesani syndrome 2, dominant",shared_ancestor,1,18.0,0.15646153688430786,0.08333333333333333,0.58357942244888,0.7626023217230519
MONDO:0013936,peroxisome biogenesis disorder 6A (Zellweger),MONDO:0008954,peroxisome biogenesis disorder 2A (Zellweger),shared_ancestor,1,18.0,0.3160390853881836,0.05555555555555555,0.0540335841920999,0.2944101023906398
MONDO:0013998,MEGF8-related Carpenter syndrome,MONDO:0008710,RAB23-related Carpenter syndrome,same_parent,1,18.0,0.31747227907180786,0.14754098360655737,0.1883325700581064,0.9722983825568162
MONDO:0014400,retinitis pigmentosa 70,MONDO:0019200,retinitis pigmentosa,candidate_ancestor_of_gold,1,18.0,0.031574249267578125,0.14705882352941177,0.4549095708686208,0.0
MONDO:0020631,developmental and epileptic encephalopathy 92,MONDO:0014995,"neurodevelopmental disorder with hypotonia, seizures, and absent language",shared_ancestor,1,18.0,0.02628856897354126,0.16666666666666666,1.0,1.0
MONDO:0008788,IRIDA syndrome,MONDO:0009187,celiac disease-epilepsy-cerebral calcification syndrome,shared_ancestor,1,19.0,0.24154150485992432,0.07142857142857142,0.30051762344625,0.30051762344625
MONDO:0014599,"intellectual disability, autosomal dominant 34",MONDO:0014205,severe feeding difficulties-failure to thrive-microcephaly due to ASXL3 deficiency syndrome,shared_ancestor,1,19.0,0.08085453510284424,0.05737704918032787,0.1355760861640111,0.2335471337302365
MONDO:0014941,"arthrogryposis, distal, with impaired proprioception and touch",MONDO:0014556,"congenital contractures of the limbs and face, hypotonia, and developmental delay",shared_ancestor,1,19.0,0.22111177444458013,0.1411764705882353,0.6848934766492266,0.2743801464000417
MONDO:0014955,RCBTB1-related retinopathy,MONDO:0014522,retinal dystrophy and obesity,shared_ancestor,1,19.0,0.05597114562988281,0.125,0.2078451706146586,0.0997633729454637
MONDO:0060760,intellectual developmental disorder with dysmorphic facies and behavioral abnormalities,MONDO:0014205,severe feeding difficulties-failure to thrive-microcephaly due to ASXL3 deficiency syndrome,shared_ancestor,1,19.0,0.08574849367141724,0.22162162162162163,0.092737767880366,0.092737767880366
MONDO:0008907,PMM2-congenital disorder of glycosylation,MONDO:0011257,MPI-congenital disorder of glycosylation,same_parent,1,20.0,0.19648772478103643,0.057692307692307696,0.2563104927050315,0.1075503061156853
MONDO:0009749,giant axonal neuropathy 1,MONDO:0014024,hereditary spastic paraplegia 43,shared_ancestor,1,20.0,0.10749351978302002,0.17391304347826086,0.2239651500440359,0.1812532563481989
MONDO:0013606,Hermansky-Pudlak syndrome 9,MONDO:0011683,oculocutaneous albinism type 4,shared_ancestor,1,20.0,0.1702810525894164,0.15789473684210525,0.4177171060623701,0.3129031318994994
MONDO:0013984,autosomal recessive nonsyndromic hearing loss 84B,MONDO:0010171,Usher syndrome type 1C,shared_ancestor,1,20.0,0.09487104415893555,0.125,0.4583516497968015,0.4583516497968015
MONDO:0044314,retinitis pigmentosa 78,MONDO:0019200,retinitis pigmentosa,candidate_ancestor_of_gold,1,20.0,0.03307783603668224,0.15625,0.3986133401492633,0.4586524758018602
MONDO:0054582,Townes-Brocks syndrome 2,MONDO:0008404,scalp-ear-nipple syndrome,shared_ancestor,1,20.0,0.2499942183494568,0.02857142857142857,0.0,0.3023695269760378
MONDO:0008927,colobomatous optic disc-macular atrophy-chorioretinopathy syndrome,MONDO:0000170,"microphthalmia, isolated, with coloboma",shared_ancestor,1,21.0,0.08496832847595215,0.2,0.428273137988789,0.4181619525791889
MONDO:0010281,Danon disease,MONDO:0009708,"myopathy, myosin storage, autosomal recessive",shared_ancestor,1,22.0,0.08546143770217896,0.058823529411764705,0.1013776741560058,0.2045333980841499
MONDO:0014015,hereditary spastic paraplegia 56,MONDO:0010733,hereditary spastic paraplegia 2,same_parent,1,22.0,0.09982192516326904,0.09302325581395349,0.0246647178727527,0.1818197590167273
MONDO:0010828,retinitis pigmentosa 11,MONDO:0011137,retinitis pigmentosa 19,same_parent,1,23.0,0.019512951374053955,0.4,0.1994724995506267,0.1994724995506267
MONDO:0014076,"dyskeratosis congenita, autosomal recessive 5",MONDO:0018340,obsolete hereditary isolated aplastic anemia,unrelated_or_unknown,1,23.0,0.15634024143218994,0.3684210526315789,0.0,0.0
MONDO:0010524,X-linked sideroblastic anemia with ataxia,MONDO:0007298,spinocerebellar ataxia type 29,shared_ancestor,1,24.0,0.13628894090652466,0.23255813953488372,0.3376132496911711,0.2675845972238381
MONDO:0011630,retinitis pigmentosa 28,MONDO:0008377,retinitis pigmentosa 1,same_parent,1,24.0,0.017802178859710582,0.5,0.6192298816418704,0.6192298816418704
MONDO:0012173,long chain 3-hydroxyacyl-CoA dehydrogenase deficiency,MONDO:0017715,3-hydroxyacyl-CoA dehydrogenase deficiency,same_parent,1,24.0,0.2928732633590698,0.1111111111111111,0.4361012239543494,0.3085749062528226
MONDO:0014693,Noonan syndrome 10,MONDO:0014143,Noonan syndrome 8,same_parent,1,24.0,0.12472212314605713,0.4791666666666667,0.829186670465892,1.0
MONDO:0859233,"epidermolysis bullosa, junctional 6, with pyloric atresia",MONDO:0012807,"epidermolysis bullosa simplex 5C, with pyloric atresia",shared_ancestor,1,24.0,0.05898767709732056,0.22580645161290322,0.1099404229672081,0.358468709149319
MONDO:0005129,cataract,MONDO:0011547,cataract 31 multiple types,candidate_descendant_of_gold,1,25.0,0.10263043642044078,0.13333333333333333,0.3067364539356218,0.5317673107916103
MONDO:0008310,Hutchinson-Gilford progeria syndrome,MONDO:0030781,restrictive dermopathy 2,shared_ancestor,1,25.0,0.35389071702957153,0.02830188679245283,0.130339224417205,0.0512880082273632
