mondo_id,disease_name,obsolete_hpo_id,obsolete_hpo_label,replaced_by_hpo_id,replaced_by_hpo_label,consider_hpo_ids,raw_weight,weight,recommendation,rag_strategy,rerank_scoring_strategy,source_name,source_url,notes
MONDO:0010026,SHORT syndrome,HP:0005692,obsolete Joint hyperflexibility,HP:0001382,Joint hypermobility,,0.895,0.04997208263539922,use_replacement_for_rag_keep_original_edge,index both original obsolete HPO and mapped replacement/consider HPO; never delete original v59 edge,report strict_hpo_match_score and mapped_hpo_match_score separately,HPO OBO latest,https://github.com/obophenotype/human-phenotype-ontology/releases/latest/download/hp.obo,derived from v2 obsolete HPO audit; original v59 HPO retained
MONDO:0008488,holoprosencephaly-radial heart renal anomalies syndrome,HP:0003063,obsolete Abnormality of the humerus,HP:0031095,Abnormal humerus morphology,,0.17,0.01544050862851953,use_replacement_for_rag_keep_original_edge,index both original obsolete HPO and mapped replacement/consider HPO; never delete original v59 edge,report strict_hpo_match_score and mapped_hpo_match_score separately,HPO OBO latest,https://github.com/obophenotype/human-phenotype-ontology/releases/latest/download/hp.obo,derived from v2 obsolete HPO audit; original v59 HPO retained
MONDO:0010082,subaortic stenosis-short stature syndrome,HP:0000368,"obsolete Low-set, posteriorly rotated ears",HP:0000358,Posteriorly rotated ears,,0.17,0.0147313691507799,use_replacement_for_rag_keep_original_edge,index both original obsolete HPO and mapped replacement/consider HPO; never delete original v59 edge,report strict_hpo_match_score and mapped_hpo_match_score separately,HPO OBO latest,https://github.com/obophenotype/human-phenotype-ontology/releases/latest/download/hp.obo,derived from v2 obsolete HPO audit; original v59 HPO retained
MONDO:0008491,stiff-person syndrome,HP:0002355,obsolete Difficulty walking,HP:0001288,Gait disturbance,,0.545,0.03240148143335174,use_replacement_for_rag_keep_original_edge,index both original obsolete HPO and mapped replacement/consider HPO; never delete original v59 edge,report strict_hpo_match_score and mapped_hpo_match_score separately,HPO OBO latest,https://github.com/obophenotype/human-phenotype-ontology/releases/latest/download/hp.obo,derived from v2 obsolete HPO audit; original v59 HPO retained
MONDO:0017910,dehydrated hereditary stomatocytosis,HP:0020063,obsolete Increased hemoglobin concentration,HP:0001900,Increased circulating hemoglobin concentration,,0.17,0.01658536585365854,use_replacement_for_rag_keep_original_edge,index both original obsolete HPO and mapped replacement/consider HPO; never delete original v59 edge,report strict_hpo_match_score and mapped_hpo_match_score separately,HPO OBO latest,https://github.com/obophenotype/human-phenotype-ontology/releases/latest/download/hp.obo,derived from v2 obsolete HPO audit; original v59 HPO retained
MONDO:0009241,fountain syndrome,HP:0001163,obsolete Abnormality of the metacarpal bones,HP:0005916,Abnormal metacarpal morphology,,0.17,0.01057542768273717,use_replacement_for_rag_keep_original_edge,index both original obsolete HPO and mapped replacement/consider HPO; never delete original v59 edge,report strict_hpo_match_score and mapped_hpo_match_score separately,HPO OBO latest,https://github.com/obophenotype/human-phenotype-ontology/releases/latest/download/hp.obo,derived from v2 obsolete HPO audit; original v59 HPO retained
MONDO:0007421,deafness-ear malformation-facial palsy syndrome,HP:0008572,obsolete External ear malformation,HP:0000377,Abnormal pinna morphology,,0.895,0.1161583387410772,use_replacement_for_rag_keep_original_edge,index both original obsolete HPO and mapped replacement/consider HPO; never delete original v59 edge,report strict_hpo_match_score and mapped_hpo_match_score separately,HPO OBO latest,https://github.com/obophenotype/human-phenotype-ontology/releases/latest/download/hp.obo,derived from v2 obsolete HPO audit; original v59 HPO retained
MONDO:0007473,Duane retraction syndrome,HP:0008572,obsolete External ear malformation,HP:0000377,Abnormal pinna morphology,,0.17,0.009413067552602438,use_replacement_for_rag_keep_original_edge,index both original obsolete HPO and mapped replacement/consider HPO; never delete original v59 edge,report strict_hpo_match_score and mapped_hpo_match_score separately,HPO OBO latest,https://github.com/obophenotype/human-phenotype-ontology/releases/latest/download/hp.obo,derived from v2 obsolete HPO audit; original v59 HPO retained
MONDO:0017923,multiple synostoses syndrome,HP:0009773,obsolete Symphalangism affecting the phalanges of the hand,HP:0009700,Finger symphalangism,,0.895,0.1387596899224806,use_replacement_for_rag_keep_original_edge,index both original obsolete HPO and mapped replacement/consider HPO; never delete original v59 edge,report strict_hpo_match_score and mapped_hpo_match_score separately,HPO OBO latest,https://github.com/obophenotype/human-phenotype-ontology/releases/latest/download/hp.obo,derived from v2 obsolete HPO audit; original v59 HPO retained
MONDO:0011959,sweet syndrome,HP:0030782,obsolete Abnormal circulating interleukin concentration,HP:0011117,Abnormal circulating interleukin concentration,,0.895,0.05131880733944955,use_replacement_for_rag_keep_original_edge,index both original obsolete HPO and mapped replacement/consider HPO; never delete original v59 edge,report strict_hpo_match_score and mapped_hpo_match_score separately,HPO OBO latest,https://github.com/obophenotype/human-phenotype-ontology/releases/latest/download/hp.obo,derived from v2 obsolete HPO audit; original v59 HPO retained
MONDO:0008510,symphalangism with multiple anomalies of hands and feet,HP:0005807,obsolete Absent distal finger phalanx,HP:0009881,Aplasia of distal finger phalanx,,0.545,0.04808116453462727,use_replacement_for_rag_keep_original_edge,index both original obsolete HPO and mapped replacement/consider HPO; never delete original v59 edge,report strict_hpo_match_score and mapped_hpo_match_score separately,HPO OBO latest,https://github.com/obophenotype/human-phenotype-ontology/releases/latest/download/hp.obo,derived from v2 obsolete HPO audit; original v59 HPO retained
MONDO:0008509,distal symphalangism,HP:0009773,obsolete Symphalangism affecting the phalanges of the hand,HP:0009700,Finger symphalangism,,0.895,0.2212608158220025,use_replacement_for_rag_keep_original_edge,index both original obsolete HPO and mapped replacement/consider HPO; never delete original v59 edge,report strict_hpo_match_score and mapped_hpo_match_score separately,HPO OBO latest,https://github.com/obophenotype/human-phenotype-ontology/releases/latest/download/hp.obo,derived from v2 obsolete HPO audit; original v59 HPO retained
MONDO:0009151,cleft lip/palate-ectodermal dysplasia syndrome,HP:0002744,obsolete Bilateral cleft lip and palate,,,HP:0100337,0.895,0.03036950333582971,use_replacement_for_rag_keep_original_edge,index both original obsolete HPO and mapped replacement/consider HPO; never delete original v59 edge,report strict_hpo_match_score and mapped_hpo_match_score separately,HPO OBO latest,https://github.com/obophenotype/human-phenotype-ontology/releases/latest/download/hp.obo,derived from v2 obsolete HPO audit; original v59 HPO retained
MONDO:0017979,autoimmune lymphoproliferative syndrome,HP:0030782,obsolete Abnormal circulating interleukin concentration,HP:0011117,Abnormal circulating interleukin concentration,,0.545,0.03066966797974114,use_replacement_for_rag_keep_original_edge,index both original obsolete HPO and mapped replacement/consider HPO; never delete original v59 edge,report strict_hpo_match_score and mapped_hpo_match_score separately,HPO OBO latest,https://github.com/obophenotype/human-phenotype-ontology/releases/latest/download/hp.obo,derived from v2 obsolete HPO audit; original v59 HPO retained
MONDO:0017979,autoimmune lymphoproliferative syndrome,HP:0005407,obsolete Decreased proportion of CD4-positive helper T cells,HP:0032218,Decreased CD4+ T cell proportion,,0.17,0.009566685424873383,use_replacement_for_rag_keep_original_edge,index both original obsolete HPO and mapped replacement/consider HPO; never delete original v59 edge,report strict_hpo_match_score and mapped_hpo_match_score separately,HPO OBO latest,https://github.com/obophenotype/human-phenotype-ontology/releases/latest/download/hp.obo,derived from v2 obsolete HPO audit; original v59 HPO retained
MONDO:0009124,Dubowitz syndrome,HP:0000368,"obsolete Low-set, posteriorly rotated ears",HP:0000358,Posteriorly rotated ears,,0.545,0.01462302119667293,use_replacement_for_rag_keep_original_edge,index both original obsolete HPO and mapped replacement/consider HPO; never delete original v59 edge,report strict_hpo_match_score and mapped_hpo_match_score separately,HPO OBO latest,https://github.com/obophenotype/human-phenotype-ontology/releases/latest/download/hp.obo,derived from v2 obsolete HPO audit; original v59 HPO retained
MONDO:0009124,Dubowitz syndrome,HP:0005692,obsolete Joint hyperflexibility,HP:0001382,Joint hypermobility,,0.17,0.004561309364099813,use_replacement_for_rag_keep_original_edge,index both original obsolete HPO and mapped replacement/consider HPO; never delete original v59 edge,report strict_hpo_match_score and mapped_hpo_match_score separately,HPO OBO latest,https://github.com/obophenotype/human-phenotype-ontology/releases/latest/download/hp.obo,derived from v2 obsolete HPO audit; original v59 HPO retained
MONDO:0018026,tetraploidy syndrome,HP:0004059,obsolete radial ray deficiency,HP:0006433,Radial ray deficiency,,0.545,0.06366822429906542,use_replacement_for_rag_keep_original_edge,index both original obsolete HPO and mapped replacement/consider HPO; never delete original v59 edge,report strict_hpo_match_score and mapped_hpo_match_score separately,HPO OBO latest,https://github.com/obophenotype/human-phenotype-ontology/releases/latest/download/hp.obo,derived from v2 obsolete HPO audit; original v59 HPO retained
MONDO:0018027,duplication/inversion 15q11,HP:0000368,"obsolete Low-set, posteriorly rotated ears",HP:0000358,Posteriorly rotated ears,,0.17,0.0138718890248878,use_replacement_for_rag_keep_original_edge,index both original obsolete HPO and mapped replacement/consider HPO; never delete original v59 edge,report strict_hpo_match_score and mapped_hpo_match_score separately,HPO OBO latest,https://github.com/obophenotype/human-phenotype-ontology/releases/latest/download/hp.obo,derived from v2 obsolete HPO audit; original v59 HPO retained
MONDO:0013668,tetrasomy 18p,HP:0000368,"obsolete Low-set, posteriorly rotated ears",HP:0000358,Posteriorly rotated ears,,0.545,0.07512060647829083,use_replacement_for_rag_keep_original_edge,index both original obsolete HPO and mapped replacement/consider HPO; never delete original v59 edge,report strict_hpo_match_score and mapped_hpo_match_score separately,HPO OBO latest,https://github.com/obophenotype/human-phenotype-ontology/releases/latest/download/hp.obo,derived from v2 obsolete HPO audit; original v59 HPO retained
MONDO:0018030,tetrasomy 9p,HP:0003683,obsolete Large beaked nose,HP:0000444,Convex nasal ridge,,0.545,0.03237303237303237,use_replacement_for_rag_keep_original_edge,index both original obsolete HPO and mapped replacement/consider HPO; never delete original v59 edge,report strict_hpo_match_score and mapped_hpo_match_score separately,HPO OBO latest,https://github.com/obophenotype/human-phenotype-ontology/releases/latest/download/hp.obo,derived from v2 obsolete HPO audit; original v59 HPO retained
MONDO:0018030,tetrasomy 9p,HP:0008501,obsolete Median cleft lip and palate,HP:0009099,Median cleft palate,,0.17,0.0100980100980101,use_replacement_for_rag_keep_original_edge,index both original obsolete HPO and mapped replacement/consider HPO; never delete original v59 edge,report strict_hpo_match_score and mapped_hpo_match_score separately,HPO OBO latest,https://github.com/obophenotype/human-phenotype-ontology/releases/latest/download/hp.obo,derived from v2 obsolete HPO audit; original v59 HPO retained
MONDO:0018034,thalidomide embryopathy,HP:0004059,obsolete radial ray deficiency,HP:0006433,Radial ray deficiency,,0.545,0.0686830497794581,use_replacement_for_rag_keep_original_edge,index both original obsolete HPO and mapped replacement/consider HPO; never delete original v59 edge,report strict_hpo_match_score and mapped_hpo_match_score separately,HPO OBO latest,https://github.com/obophenotype/human-phenotype-ontology/releases/latest/download/hp.obo,derived from v2 obsolete HPO audit; original v59 HPO retained
MONDO:0010121,thrombocytopenia-absent radius syndrome,HP:0000368,"obsolete Low-set, posteriorly rotated ears",HP:0000358,Posteriorly rotated ears,,0.545,0.04192307692307692,use_replacement_for_rag_keep_original_edge,index both original obsolete HPO and mapped replacement/consider HPO; never delete original v59 edge,report strict_hpo_match_score and mapped_hpo_match_score separately,HPO OBO latest,https://github.com/obophenotype/human-phenotype-ontology/releases/latest/download/hp.obo,derived from v2 obsolete HPO audit; original v59 HPO retained
MONDO:0008818,arterial tortuosity syndrome,HP:0005692,obsolete Joint hyperflexibility,HP:0001382,Joint hypermobility,,0.545,0.02501721367913702,use_replacement_for_rag_keep_original_edge,index both original obsolete HPO and mapped replacement/consider HPO; never delete original v59 edge,report strict_hpo_match_score and mapped_hpo_match_score separately,HPO OBO latest,https://github.com/obophenotype/human-phenotype-ontology/releases/latest/download/hp.obo,derived from v2 obsolete HPO audit; original v59 HPO retained
MONDO:0008818,arterial tortuosity syndrome,HP:0008501,obsolete Median cleft lip and palate,HP:0009099,Median cleft palate,,0.545,0.02501721367913702,use_replacement_for_rag_keep_original_edge,index both original obsolete HPO and mapped replacement/consider HPO; never delete original v59 edge,report strict_hpo_match_score and mapped_hpo_match_score separately,HPO OBO latest,https://github.com/obophenotype/human-phenotype-ontology/releases/latest/download/hp.obo,derived from v2 obsolete HPO audit; original v59 HPO retained
MONDO:0007209,Weismann-Netter syndrome,HP:0003063,obsolete Abnormality of the humerus,HP:0031095,Abnormal humerus morphology,,0.17,0.0145985401459854,use_replacement_for_rag_keep_original_edge,index both original obsolete HPO and mapped replacement/consider HPO; never delete original v59 edge,report strict_hpo_match_score and mapped_hpo_match_score separately,HPO OBO latest,https://github.com/obophenotype/human-phenotype-ontology/releases/latest/download/hp.obo,derived from v2 obsolete HPO audit; original v59 HPO retained
MONDO:0009130,Dyggve-Melchior-Clausen disease,HP:0002355,obsolete Difficulty walking,HP:0001288,Gait disturbance,,0.545,0.02204246713852376,use_replacement_for_rag_keep_original_edge,index both original obsolete HPO and mapped replacement/consider HPO; never delete original v59 edge,report strict_hpo_match_score and mapped_hpo_match_score separately,HPO OBO latest,https://github.com/obophenotype/human-phenotype-ontology/releases/latest/download/hp.obo,derived from v2 obsolete HPO audit; original v59 HPO retained
MONDO:0010749,trigonocephaly-short stature-developmental delay syndrome,HP:0000368,"obsolete Low-set, posteriorly rotated ears",HP:0000358,Posteriorly rotated ears,,0.545,0.03713798977853493,use_replacement_for_rag_keep_original_edge,index both original obsolete HPO and mapped replacement/consider HPO; never delete original v59 edge,report strict_hpo_match_score and mapped_hpo_match_score separately,HPO OBO latest,https://github.com/obophenotype/human-phenotype-ontology/releases/latest/download/hp.obo,derived from v2 obsolete HPO audit; original v59 HPO retained
MONDO:0010749,trigonocephaly-short stature-developmental delay syndrome,HP:0003683,obsolete Large beaked nose,HP:0000444,Convex nasal ridge,,0.545,0.03713798977853493,use_replacement_for_rag_keep_original_edge,index both original obsolete HPO and mapped replacement/consider HPO; never delete original v59 edge,report strict_hpo_match_score and mapped_hpo_match_score separately,HPO OBO latest,https://github.com/obophenotype/human-phenotype-ontology/releases/latest/download/hp.obo,derived from v2 obsolete HPO audit; original v59 HPO retained
MONDO:0007481,Leri-Weill dyschondrosteosis,HP:0003063,obsolete Abnormality of the humerus,HP:0031095,Abnormal humerus morphology,,0.895,0.02715412621359223,use_replacement_for_rag_keep_original_edge,index both original obsolete HPO and mapped replacement/consider HPO; never delete original v59 edge,report strict_hpo_match_score and mapped_hpo_match_score separately,HPO OBO latest,https://github.com/obophenotype/human-phenotype-ontology/releases/latest/download/hp.obo,derived from v2 obsolete HPO audit; original v59 HPO retained
MONDO:0018066,trisomy X,HP:0005692,obsolete Joint hyperflexibility,HP:0001382,Joint hypermobility,,0.17,0.01675702316412026,use_replacement_for_rag_keep_original_edge,index both original obsolete HPO and mapped replacement/consider HPO; never delete original v59 edge,report strict_hpo_match_score and mapped_hpo_match_score separately,HPO OBO latest,https://github.com/obophenotype/human-phenotype-ontology/releases/latest/download/hp.obo,derived from v2 obsolete HPO audit; original v59 HPO retained
MONDO:0018067,triploidy,HP:0000368,"obsolete Low-set, posteriorly rotated ears",HP:0000358,Posteriorly rotated ears,,0.895,0.0485753052917232,use_replacement_for_rag_keep_original_edge,index both original obsolete HPO and mapped replacement/consider HPO; never delete original v59 edge,report strict_hpo_match_score and mapped_hpo_match_score separately,HPO OBO latest,https://github.com/obophenotype/human-phenotype-ontology/releases/latest/download/hp.obo,derived from v2 obsolete HPO audit; original v59 HPO retained
MONDO:0008016,trismus-pseudocamptodactyly syndrome,HP:0009773,obsolete Symphalangism affecting the phalanges of the hand,HP:0009700,Finger symphalangism,,0.895,0.2188264058679707,use_replacement_for_rag_keep_original_edge,index both original obsolete HPO and mapped replacement/consider HPO; never delete original v59 edge,report strict_hpo_match_score and mapped_hpo_match_score separately,HPO OBO latest,https://github.com/obophenotype/human-phenotype-ontology/releases/latest/download/hp.obo,derived from v2 obsolete HPO audit; original v59 HPO retained
MONDO:0018069,distal trisomy 17q,HP:0000368,"obsolete Low-set, posteriorly rotated ears",HP:0000358,Posteriorly rotated ears,,0.545,0.02804940813175502,use_replacement_for_rag_keep_original_edge,index both original obsolete HPO and mapped replacement/consider HPO; never delete original v59 edge,report strict_hpo_match_score and mapped_hpo_match_score separately,HPO OBO latest,https://github.com/obophenotype/human-phenotype-ontology/releases/latest/download/hp.obo,derived from v2 obsolete HPO audit; original v59 HPO retained
MONDO:0018069,distal trisomy 17q,HP:0001388,obsolete Joint laxity,HP:0001382,Joint hypermobility,,0.17,0.008749356664951108,use_replacement_for_rag_keep_original_edge,index both original obsolete HPO and mapped replacement/consider HPO; never delete original v59 edge,report strict_hpo_match_score and mapped_hpo_match_score separately,HPO OBO latest,https://github.com/obophenotype/human-phenotype-ontology/releases/latest/download/hp.obo,derived from v2 obsolete HPO audit; original v59 HPO retained
MONDO:0018071,trisomy 18,HP:0000368,"obsolete Low-set, posteriorly rotated ears",HP:0000358,Posteriorly rotated ears,,0.895,0.01739383927703819,use_replacement_for_rag_keep_original_edge,index both original obsolete HPO and mapped replacement/consider HPO; never delete original v59 edge,report strict_hpo_match_score and mapped_hpo_match_score separately,HPO OBO latest,https://github.com/obophenotype/human-phenotype-ontology/releases/latest/download/hp.obo,derived from v2 obsolete HPO audit; original v59 HPO retained
MONDO:0018072,persistent truncus arteriosus,HP:0031014,obsolete Arteria lusoria,HP:0031632,Aberrant right subclavian artery,,0.17,0.01277235161532682,use_replacement_for_rag_keep_original_edge,index both original obsolete HPO and mapped replacement/consider HPO; never delete original v59 edge,report strict_hpo_match_score and mapped_hpo_match_score separately,HPO OBO latest,https://github.com/obophenotype/human-phenotype-ontology/releases/latest/download/hp.obo,derived from v2 obsolete HPO audit; original v59 HPO retained
MONDO:0005459,human African trypanosomiasis,HP:0030050,obsolete Narcolepsy,HP:0002524,Cataplexy,,0.895,0.0354730662646884,use_replacement_for_rag_keep_original_edge,index both original obsolete HPO and mapped replacement/consider HPO; never delete original v59 edge,report strict_hpo_match_score and mapped_hpo_match_score separately,HPO OBO latest,https://github.com/obophenotype/human-phenotype-ontology/releases/latest/download/hp.obo,derived from v2 obsolete HPO audit; original v59 HPO retained
MONDO:0005459,human African trypanosomiasis,HP:0002355,obsolete Difficulty walking,HP:0001288,Gait disturbance,,0.545,0.02160091744609517,use_replacement_for_rag_keep_original_edge,index both original obsolete HPO and mapped replacement/consider HPO; never delete original v59 edge,report strict_hpo_match_score and mapped_hpo_match_score separately,HPO OBO latest,https://github.com/obophenotype/human-phenotype-ontology/releases/latest/download/hp.obo,derived from v2 obsolete HPO audit; original v59 HPO retained
MONDO:0009963,Ulbright-Hodes syndrome,HP:0003683,obsolete Large beaked nose,HP:0000444,Convex nasal ridge,,0.545,0.02222222222222223,use_replacement_for_rag_keep_original_edge,index both original obsolete HPO and mapped replacement/consider HPO; never delete original v59 edge,report strict_hpo_match_score and mapped_hpo_match_score separately,HPO OBO latest,https://github.com/obophenotype/human-phenotype-ontology/releases/latest/download/hp.obo,derived from v2 obsolete HPO audit; original v59 HPO retained
MONDO:0010765,"46,XY complete gonadal dysgenesis",HP:0008715,obsolete Testicular dysgenesis,HP:0008733,Dysplastic testis,,0.895,0.1876310272536688,use_replacement_for_rag_keep_original_edge,index both original obsolete HPO and mapped replacement/consider HPO; never delete original v59 edge,report strict_hpo_match_score and mapped_hpo_match_score separately,HPO OBO latest,https://github.com/obophenotype/human-phenotype-ontology/releases/latest/download/hp.obo,derived from v2 obsolete HPO audit; original v59 HPO retained
MONDO:0010193,Weaver syndrome,HP:0000368,"obsolete Low-set, posteriorly rotated ears",HP:0000358,Posteriorly rotated ears,,0.895,0.03207310517828346,use_replacement_for_rag_keep_original_edge,index both original obsolete HPO and mapped replacement/consider HPO; never delete original v59 edge,report strict_hpo_match_score and mapped_hpo_match_score separately,HPO OBO latest,https://github.com/obophenotype/human-phenotype-ontology/releases/latest/download/hp.obo,derived from v2 obsolete HPO audit; original v59 HPO retained
MONDO:0010193,Weaver syndrome,HP:0005692,obsolete Joint hyperflexibility,HP:0001382,Joint hypermobility,,0.17,0.006092098190288479,use_replacement_for_rag_keep_original_edge,index both original obsolete HPO and mapped replacement/consider HPO; never delete original v59 edge,report strict_hpo_match_score and mapped_hpo_match_score separately,HPO OBO latest,https://github.com/obophenotype/human-phenotype-ontology/releases/latest/download/hp.obo,derived from v2 obsolete HPO audit; original v59 HPO retained
MONDO:0009910,Wiedemann-Rautenstrauch syndrome,HP:0003683,obsolete Large beaked nose,HP:0000444,Convex nasal ridge,,0.895,0.01363082546451416,use_replacement_for_rag_keep_original_edge,index both original obsolete HPO and mapped replacement/consider HPO; never delete original v59 edge,report strict_hpo_match_score and mapped_hpo_match_score separately,HPO OBO latest,https://github.com/obophenotype/human-phenotype-ontology/releases/latest/download/hp.obo,derived from v2 obsolete HPO audit; original v59 HPO retained
MONDO:0007943,Nager acrofacial dysostosis,HP:0000368,"obsolete Low-set, posteriorly rotated ears",HP:0000358,Posteriorly rotated ears,,0.17,0.003850445567383481,use_replacement_for_rag_keep_original_edge,index both original obsolete HPO and mapped replacement/consider HPO; never delete original v59 edge,report strict_hpo_match_score and mapped_hpo_match_score separately,HPO OBO latest,https://github.com/obophenotype/human-phenotype-ontology/releases/latest/download/hp.obo,derived from v2 obsolete HPO audit; original v59 HPO retained
MONDO:0009903,postaxial acrofacial dysostosis,HP:0000368,"obsolete Low-set, posteriorly rotated ears",HP:0000358,Posteriorly rotated ears,,0.895,0.05729833546734955,use_replacement_for_rag_keep_original_edge,index both original obsolete HPO and mapped replacement/consider HPO; never delete original v59 edge,report strict_hpo_match_score and mapped_hpo_match_score separately,HPO OBO latest,https://github.com/obophenotype/human-phenotype-ontology/releases/latest/download/hp.obo,derived from v2 obsolete HPO audit; original v59 HPO retained
MONDO:0008783,Tangier disease,HP:0006901,obsolete Impaired thermal sensitivity,HP:0010829,Impaired temperature sensation,,0.17,0.01724137931034483,use_replacement_for_rag_keep_original_edge,index both original obsolete HPO and mapped replacement/consider HPO; never delete original v59 edge,report strict_hpo_match_score and mapped_hpo_match_score separately,HPO OBO latest,https://github.com/obophenotype/human-phenotype-ontology/releases/latest/download/hp.obo,derived from v2 obsolete HPO audit; original v59 HPO retained
MONDO:0011096,autosomal agammaglobulinemia,HP:0008572,obsolete External ear malformation,HP:0000377,Abnormal pinna morphology,,0.17,0.01086261980830671,use_replacement_for_rag_keep_original_edge,index both original obsolete HPO and mapped replacement/consider HPO; never delete original v59 edge,report strict_hpo_match_score and mapped_hpo_match_score separately,HPO OBO latest,https://github.com/obophenotype/human-phenotype-ontology/releases/latest/download/hp.obo,derived from v2 obsolete HPO audit; original v59 HPO retained
MONDO:0018044,idiopathic hypersomnia,HP:0100786,obsolete Hypersomnia,HP:0001262,Excessive daytime somnolence,,0.895,0.1606822262118492,use_replacement_for_rag_keep_original_edge,index both original obsolete HPO and mapped replacement/consider HPO; never delete original v59 edge,report strict_hpo_match_score and mapped_hpo_match_score separately,HPO OBO latest,https://github.com/obophenotype/human-phenotype-ontology/releases/latest/download/hp.obo,derived from v2 obsolete HPO audit; original v59 HPO retained
MONDO:0000845,fibrous dysplasia,HP:0002355,obsolete Difficulty walking,HP:0001288,Gait disturbance,,0.17,0.009338093930238947,use_replacement_for_rag_keep_original_edge,index both original obsolete HPO and mapped replacement/consider HPO; never delete original v59 edge,report strict_hpo_match_score and mapped_hpo_match_score separately,HPO OBO latest,https://github.com/obophenotype/human-phenotype-ontology/releases/latest/download/hp.obo,derived from v2 obsolete HPO audit; original v59 HPO retained
MONDO:0000845,fibrous dysplasia,HP:0003063,obsolete Abnormality of the humerus,HP:0031095,Abnormal humerus morphology,,0.17,0.009338093930238947,use_replacement_for_rag_keep_original_edge,index both original obsolete HPO and mapped replacement/consider HPO; never delete original v59 edge,report strict_hpo_match_score and mapped_hpo_match_score separately,HPO OBO latest,https://github.com/obophenotype/human-phenotype-ontology/releases/latest/download/hp.obo,derived from v2 obsolete HPO audit; original v59 HPO retained
MONDO:0018053,trichothiodystrophy,HP:0025428,obsolete Bronchospasm,HP:4000007,Bronchoconstriction,,0.17,0.0108695652173913,use_replacement_for_rag_keep_original_edge,index both original obsolete HPO and mapped replacement/consider HPO; never delete original v59 edge,report strict_hpo_match_score and mapped_hpo_match_score separately,HPO OBO latest,https://github.com/obophenotype/human-phenotype-ontology/releases/latest/download/hp.obo,derived from v2 obsolete HPO audit; original v59 HPO retained
MONDO:0007863,Kleine-Levin syndrome,HP:0030214,obsolete Hypersexuality,HP:5200321,Amplification of sexual behavior,,0.545,0.03450459006014562,use_replacement_for_rag_keep_original_edge,index both original obsolete HPO and mapped replacement/consider HPO; never delete original v59 edge,report strict_hpo_match_score and mapped_hpo_match_score separately,HPO OBO latest,https://github.com/obophenotype/human-phenotype-ontology/releases/latest/download/hp.obo,derived from v2 obsolete HPO audit; original v59 HPO retained
MONDO:0011217,desmosterolosis,HP:0000368,"obsolete Low-set, posteriorly rotated ears",HP:0000358,Posteriorly rotated ears,,0.545,0.01935369318181818,use_replacement_for_rag_keep_original_edge,index both original obsolete HPO and mapped replacement/consider HPO; never delete original v59 edge,report strict_hpo_match_score and mapped_hpo_match_score separately,HPO OBO latest,https://github.com/obophenotype/human-phenotype-ontology/releases/latest/download/hp.obo,derived from v2 obsolete HPO audit; original v59 HPO retained
MONDO:0011217,desmosterolosis,HP:0007227,obsolete Macrogyria,HP:0001302,Pachygyria,,0.17,0.006036931818181819,use_replacement_for_rag_keep_original_edge,index both original obsolete HPO and mapped replacement/consider HPO; never delete original v59 edge,report strict_hpo_match_score and mapped_hpo_match_score separately,HPO OBO latest,https://github.com/obophenotype/human-phenotype-ontology/releases/latest/download/hp.obo,derived from v2 obsolete HPO audit; original v59 HPO retained
MONDO:0009053,ALDH18A1-related de Barsy syndrome,HP:0005692,obsolete Joint hyperflexibility,HP:0001382,Joint hypermobility,,0.895,0.1666666666666667,use_replacement_for_rag_keep_original_edge,index both original obsolete HPO and mapped replacement/consider HPO; never delete original v59 edge,report strict_hpo_match_score and mapped_hpo_match_score separately,HPO OBO latest,https://github.com/obophenotype/human-phenotype-ontology/releases/latest/download/hp.obo,derived from v2 obsolete HPO audit; original v59 HPO retained
MONDO:0011925,congenital merosin-deficient muscular dystrophy 1A,HP:0003741,obsolete Congenital muscular dystrophy,HP:0003560,Muscular dystrophy,,0.895,0.03277350692298688,use_replacement_for_rag_keep_original_edge,index both original obsolete HPO and mapped replacement/consider HPO; never delete original v59 edge,report strict_hpo_match_score and mapped_hpo_match_score separately,HPO OBO latest,https://github.com/obophenotype/human-phenotype-ontology/releases/latest/download/hp.obo,derived from v2 obsolete HPO audit; original v59 HPO retained
MONDO:0010580,immune dysregulation-polyendocrinopathy-enteropathy-X-linked syndrome,HP:0000976,obsolete Eczematoid dermatitis,HP:0000964,Eczematoid dermatitis,,0.545,0.03694915254237288,use_replacement_for_rag_keep_original_edge,index both original obsolete HPO and mapped replacement/consider HPO; never delete original v59 edge,report strict_hpo_match_score and mapped_hpo_match_score separately,HPO OBO latest,https://github.com/obophenotype/human-phenotype-ontology/releases/latest/download/hp.obo,derived from v2 obsolete HPO audit; original v59 HPO retained
MONDO:0008222,Andersen-Tawil syndrome,HP:0001388,obsolete Joint laxity,HP:0001382,Joint hypermobility,,0.17,0.0126723816623183,use_replacement_for_rag_keep_original_edge,index both original obsolete HPO and mapped replacement/consider HPO; never delete original v59 edge,report strict_hpo_match_score and mapped_hpo_match_score separately,HPO OBO latest,https://github.com/obophenotype/human-phenotype-ontology/releases/latest/download/hp.obo,derived from v2 obsolete HPO audit; original v59 HPO retained
